invocation_id,phase,decode_step,timestamp,query_length,past_kv_length,key_length,tensor_name,tensor_mode,runtime_shape,shape_evidence_level,shape_source_api,engine_or_context_identity,engine_invocation_id,tensor_dtype,shape_sample_time
PHASE6E_20260906T092232_532739Z_WARMUP_PREFILL_S8,WARMUP_PREFILL_S8,-1,2026-09-06T09:22:42.483285+00:00,8,0,8,hidden_l27,TensorIOMode.OUTPUT,"[1,8,1024]",DIRECT_RUNTIME_EVIDENCE,IExecutionContext.get_tensor_shape,mixed_prefill|/tmp/phase2_3e_20260904T020000Z/work/mixed_prefill_28layer.engine|sha256:3258b0a82fd4884a291e2bf0e3dded179434a9d1a5d034c4fc4e9f772c8964ec|persistent_context,PHASE6E_mixed_prefill_0001,DataType.HALF,after_execute_and_stream_sync
PHASE6E_20260906T092232_532739Z_WARMUP_PREFILL_S8,WARMUP_PREFILL_S8,-1,2026-09-06T09:22:42.483285+00:00,8,0,8,present_k0,TensorIOMode.OUTPUT,"[1,8,8,128]",DIRECT_RUNTIME_EVIDENCE,IExecutionContext.get_tensor_shape,mixed_prefill|/tmp/phase2_3e_20260904T020000Z/work/mixed_prefill_28layer.engine|sha256:3258b0a82fd4884a291e2bf0e3dded179434a9d1a5d034c4fc4e9f772c8964ec|persistent_context,PHASE6E_mixed_prefill_0001,DataType.HALF,after_execute_and_stream_sync
PHASE6E_20260906T092232_532739Z_WARMUP_PREFILL_S8,WARMUP_PREFILL_S8,-1,2026-09-06T09:22:42.483285+00:00,8,0,8,present_k1,TensorIOMode.OUTPUT,"[1,8,8,128]",DIRECT_RUNTIME_EVIDENCE,IExecutionContext.get_tensor_shape,mixed_prefill|/tmp/phase2_3e_20260904T020000Z/work/mixed_prefill_28layer.engine|sha256:3258b0a82fd4884a291e2bf0e3dded179434a9d1a5d034c4fc4e9f772c8964ec|persistent_context,PHASE6E_mixed_prefill_0001,DataType.HALF,after_execute_and_stream_sync
PHASE6E_20260906T092232_532739Z_WARMUP_PREFILL_S8,WARMUP_PREFILL_S8,-1,2026-09-06T09:22:42.483285+00:00,8,0,8,present_k2,TensorIOMode.OUTPUT,"[1,8,8,128]",DIRECT_RUNTIME_EVIDENCE,IExecutionContext.get_tensor_shape,mixed_prefill|/tmp/phase2_3e_20260904T020000Z/work/mixed_prefill_28layer.engine|sha256:3258b0a82fd4884a291e2bf0e3dded179434a9d1a5d034c4fc4e9f772c8964ec|persistent_context,PHASE6E_mixed_prefill_0001,DataType.HALF,after_execute_and_stream_sync
PHASE6E_20260906T092232_532739Z_WARMUP_PREFILL_S8,WARMUP_PREFILL_S8,-1,2026-09-06T09:22:42.483285+00:00,8,0,8,present_k3,TensorIOMode.OUTPUT,"[1,8,8,128]",DIRECT_RUNTIME_EVIDENCE,IExecutionContext.get_tensor_shape,mixed_prefill|/tmp/phase2_3e_20260904T020000Z/work/mixed_prefill_28layer.engine|sha256:3258b0a82fd4884a291e2bf0e3dded179434a9d1a5d034c4fc4e9f772c8964ec|persistent_context,PHASE6E_mixed_prefill_0001,DataType.HALF,after_execute_and_stream_sync
PHASE6E_20260906T092232_532739Z_WARMUP_PREFILL_S8,WARMUP_PREFILL_S8,-1,2026-09-06T09:22:42.483285+00:00,8,0,8,present_k4,TensorIOMode.OUTPUT,"[1,8,8,128]",DIRECT_RUNTIME_EVIDENCE,IExecutionContext.get_tensor_shape,mixed_prefill|/tmp/phase2_3e_20260904T020000Z/work/mixed_prefill_28layer.engine|sha256:3258b0a82fd4884a291e2bf0e3dded179434a9d1a5d034c4fc4e9f772c8964ec|persistent_context,PHASE6E_mixed_prefill_0001,DataType.HALF,after_execute_and_stream_sync
PHASE6E_20260906T092232_532739Z_WARMUP_PREFILL_S8,WARMUP_PREFILL_S8,-1,2026-09-06T09:22:42.483285+00:00,8,0,8,present_k5,TensorIOMode.OUTPUT,"[1,8,8,128]",DIRECT_RUNTIME_EVIDENCE,IExecutionContext.get_tensor_shape,mixed_prefill|/tmp/phase2_3e_20260904T020000Z/work/mixed_prefill_28layer.engine|sha256:3258b0a82fd4884a291e2bf0e3dded179434a9d1a5d034c4fc4e9f772c8964ec|persistent_context,PHASE6E_mixed_prefill_0001,DataType.HALF,after_execute_and_stream_sync
PHASE6E_20260906T092232_532739Z_WARMUP_PREFILL_S8,WARMUP_PREFILL_S8,-1,2026-09-06T09:22:42.483285+00:00,8,0,8,present_k6,TensorIOMode.OUTPUT,"[1,8,8,128]",DIRECT_RUNTIME_EVIDENCE,IExecutionContext.get_tensor_shape,mixed_prefill|/tmp/phase2_3e_20260904T020000Z/work/mixed_prefill_28layer.engine|sha256:3258b0a82fd4884a291e2bf0e3dded179434a9d1a5d034c4fc4e9f772c8964ec|persistent_context,PHASE6E_mixed_prefill_0001,DataType.HALF,after_execute_and_stream_sync
PHASE6E_20260906T092232_532739Z_WARMUP_PREFILL_S8,WARMUP_PREFILL_S8,-1,2026-09-06T09:22:42.483285+00:00,8,0,8,present_k7,TensorIOMode.OUTPUT,"[1,8,8,128]",DIRECT_RUNTIME_EVIDENCE,IExecutionContext.get_tensor_shape,mixed_prefill|/tmp/phase2_3e_20260904T020000Z/work/mixed_prefill_28layer.engine|sha256:3258b0a82fd4884a291e2bf0e3dded179434a9d1a5d034c4fc4e9f772c8964ec|persistent_context,PHASE6E_mixed_prefill_0001,DataType.HALF,after_execute_and_stream_sync
PHASE6E_20260906T092232_532739Z_WARMUP_PREFILL_S8,WARMUP_PREFILL_S8,-1,2026-09-06T09:22:42.483285+00:00,8,0,8,present_k8,TensorIOMode.OUTPUT,"[1,8,8,128]",DIRECT_RUNTIME_EVIDENCE,IExecutionContext.get_tensor_shape,mixed_prefill|/tmp/phase2_3e_20260904T020000Z/work/mixed_prefill_28layer.engine|sha256:3258b0a82fd4884a291e2bf0e3dded179434a9d1a5d034c4fc4e9f772c8964ec|persistent_context,PHASE6E_mixed_prefill_0001,DataType.HALF,after_execute_and_stream_sync
PHASE6E_20260906T092232_532739Z_WARMUP_PREFILL_S8,WARMUP_PREFILL_S8,-1,2026-09-06T09:22:42.483285+00:00,8,0,8,present_k9,TensorIOMode.OUTPUT,"[1,8,8,128]",DIRECT_RUNTIME_EVIDENCE,IExecutionContext.get_tensor_shape,mixed_prefill|/tmp/phase2_3e_20260904T020000Z/work/mixed_prefill_28layer.engine|sha256:3258b0a82fd4884a291e2bf0e3dded179434a9d1a5d034c4fc4e9f772c8964ec|persistent_context,PHASE6E_mixed_prefill_0001,DataType.HALF,after_execute_and_stream_sync
PHASE6E_20260906T092232_532739Z_WARMUP_PREFILL_S8,WARMUP_PREFILL_S8,-1,2026-09-06T09:22:42.483285+00:00,8,0,8,present_k10,TensorIOMode.OUTPUT,"[1,8,8,128]",DIRECT_RUNTIME_EVIDENCE,IExecutionContext.get_tensor_shape,mixed_prefill|/tmp/phase2_3e_20260904T020000Z/work/mixed_prefill_28layer.engine|sha256:3258b0a82fd4884a291e2bf0e3dded179434a9d1a5d034c4fc4e9f772c8964ec|persistent_context,PHASE6E_mixed_prefill_0001,DataType.HALF,after_execute_and_stream_sync
PHASE6E_20260906T092232_532739Z_WARMUP_PREFILL_S8,WARMUP_PREFILL_S8,-1,2026-09-06T09:22:42.483285+00:00,8,0,8,present_k11,TensorIOMode.OUTPUT,"[1,8,8,128]",DIRECT_RUNTIME_EVIDENCE,IExecutionContext.get_tensor_shape,mixed_prefill|/tmp/phase2_3e_20260904T020000Z/work/mixed_prefill_28layer.engine|sha256:3258b0a82fd4884a291e2bf0e3dded179434a9d1a5d034c4fc4e9f772c8964ec|persistent_context,PHASE6E_mixed_prefill_0001,DataType.HALF,after_execute_and_stream_sync
PHASE6E_20260906T092232_532739Z_WARMUP_PREFILL_S8,WARMUP_PREFILL_S8,-1,2026-09-06T09:22:42.483285+00:00,8,0,8,present_k12,TensorIOMode.OUTPUT,"[1,8,8,128]",DIRECT_RUNTIME_EVIDENCE,IExecutionContext.get_tensor_shape,mixed_prefill|/tmp/phase2_3e_20260904T020000Z/work/mixed_prefill_28layer.engine|sha256:3258b0a82fd4884a291e2bf0e3dded179434a9d1a5d034c4fc4e9f772c8964ec|persistent_context,PHASE6E_mixed_prefill_0001,DataType.HALF,after_execute_and_stream_sync
PHASE6E_20260906T092232_532739Z_WARMUP_PREFILL_S8,WARMUP_PREFILL_S8,-1,2026-09-06T09:22:42.483285+00:00,8,0,8,present_k13,TensorIOMode.OUTPUT,"[1,8,8,128]",DIRECT_RUNTIME_EVIDENCE,IExecutionContext.get_tensor_shape,mixed_prefill|/tmp/phase2_3e_20260904T020000Z/work/mixed_prefill_28layer.engine|sha256:3258b0a82fd4884a291e2bf0e3dded179434a9d1a5d034c4fc4e9f772c8964ec|persistent_context,PHASE6E_mixed_prefill_0001,DataType.HALF,after_execute_and_stream_sync
PHASE6E_20260906T092232_532739Z_WARMUP_PREFILL_S8,WARMUP_PREFILL_S8,-1,2026-09-06T09:22:42.483285+00:00,8,0,8,present_k14,TensorIOMode.OUTPUT,"[1,8,8,128]",DIRECT_RUNTIME_EVIDENCE,IExecutionContext.get_tensor_shape,mixed_prefill|/tmp/phase2_3e_20260904T020000Z/work/mixed_prefill_28layer.engine|sha256:3258b0a82fd4884a291e2bf0e3dded179434a9d1a5d034c4fc4e9f772c8964ec|persistent_context,PHASE6E_mixed_prefill_0001,DataType.HALF,after_execute_and_stream_sync
